"Date","AY","Fund_Code","Fund_Title","Fund_Title_Long","Fall_Original_Offers_Count","Fall_Original_Offers_Amount","Fall_Current_Offered_Count","Fall_Current_Offered_Amount","Fall_Offered_Count","Fall_Offered_Amount","Fall_Accepted_Count","Fall_Accepted_Amount","Fall_Original_Declined_Count","Fall_Declined_Amount","Fall_Cancelled_Count","Fall_Cancelled_Amount","Fall_Authorized_Count","Fall_Authorized_Amount","Fall_Paid_Count","Fall_Paid_Amount","Spring_Original_Offers_Count","Spring_Original_Offers_Amount","Spring_Current_Offered_Count","Spring_Current_Offered_Amount","Spring_Offered_Count","Spring_Offered_Amount","Spring_Accepted_Count","Spring_Accepted_Amount","Spring_Original_Declined_Count","Spring_Declined_Amount","Spring_Cancelled_Count","Spring_Cancelled_Amount","Spring_Authorized_Count","Spring_Authorized_Amount","Spring_Paid_Count","Spring_Paid_Amount","Summer_Original_Offers_Count","Summer_Original_Offers_Amount","Summer_Current_Offered_Count","Summer_Current_Offered_Amount","Summer_Offered_Count","Summer_Offered_Amount","Summer_Accepted_Count","Summer_Accepted_Amount","Summer_Original_Declined_Count","Summer_Declined_Amount","Summer_Cancelled_Count","Summer_Cancelled_Amount","Summer_Authorized_Count","Summer_Authorized_Amount","Summer_Paid_Count","Summer_Paid_Amount","Fund_Type","Fund_Source","Federal_Fund_ID","Fund_Cross_Reference","TOT_CURRENT_OFFERED_COUNT","TOT_CURRENT_OFFERED_AMOUNT","TOT_OFFERED_COUNT","TOT_OFFERED_AMOUNT","TOT_ACCEPTED_COUNT","TOT_ACCEPTED_AMOUNT","TOT_ORIGINAL_DECLINED_COUNT","TOT_DECLINED_AMOUNT","TOT_CANCELLED_COUNT","TOT_CANCELLED_AMOUNT","TOT_AUTHORIZED_COUNT","TOT_AUTHORIZED_AMOUNT","TOT_PAID_COUNT","TOT_PAID_AMOUNT"
"15-JUN-20","1819","352426","Software SCHAE","Software SCHAE",1,650,1,650,0,0,1,650,0,0,0,0,0,0,1,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",1,650,0,0,1,650,0,0,0,0,0,0,1,650
"15-JUN-20","1819","352428","Flagship Student Support","Flagship Student Support",10,73750,10,60000,0,0,10,60000,0,0,0,0,0,0,5,60000,6,13750,6,27500,0,0,6,27500,0,0,0,0,0,0,6,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",16,87500,0,0,16,87500,0,0,0,0,0,0,11,87500
"15-JUN-20","1920","352428","Flagship Student Support","Flagship Student Support",4,45000,4,60000,0,0,4,60000,0,0,0,0,0,0,4,60000,5,49650,5,4650,0,0,5,4650,0,0,0,0,0,0,1,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",9,64650,0,0,9,64650,0,0,0,0,0,0,5,64650
"15-JUN-20","1819","352430","Pips Project","Pips Project",11,31460,11,64123,0,0,11,64123,0,0,0,0,0,0,11,64123,12,36788,12,68248,0,0,12,68248,0,0,0,0,0,0,12,68248,12,34548,12,34548,0,0,12,34548,0,0,0,0,0,0,12,34548,"UGA Scholarship","UGA Funding Source","","",35,166919,0,0,35,166919,0,0,0,0,0,0,35,166919
"15-JUN-20","1920","352430","Pips Project","Pips Project",12,68248,12,72688,0,0,12,72688,0,0,0,0,0,0,12,72688,11,63808,11,63808,0,0,11,63808,0,0,0,0,0,0,11,63808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",23,136496,0,0,23,136496,0,0,0,0,0,0,23,136496
"15-JUN-20","1819","352432","Pet Smart Student Ambsbrown","Pet Smart Student Ambsbrown",1,750,1,750,0,0,1,750,0,0,0,0,0,0,1,750,1,750,1,750,0,0,1,750,0,0,0,0,0,0,1,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",2,1500,0,0,2,1500,0,0,0,0,0,0,2,1500
"15-JUN-20","1819","352434","NSF RF PS W/7400019 cook","NSF RF PS W/7400019 cook",75,24028,75,43150,0,0,75,43150,0,0,0,0,0,0,72,43150,35,5374,35,1097,0,0,35,1097,0,0,0,0,0,0,7,1097,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",112,44247,0,0,112,44247,0,0,0,0,0,0,79,44247
"15-JUN-20","1920","352434","NSF RF PS W/7400019 cook","NSF RF PS W/7400019 cook",47,18330,47,18330,0,0,47,18330,0,0,0,0,0,0,47,18330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",47,18330,0,0,47,18330,0,0,0,0,0,0,47,18330
"15-JUN-20","1819","352436","NIH RF GA VET Sch Vet stipend","NIH RF GA VET Sch Vet stipend",6,18612,6,0,0,0,6,0,0,0,0,0,0,0,0,0,7,24816,7,43428,0,0,7,43428,0,0,0,0,0,0,7,43428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",13,43428,0,0,13,43428,0,0,0,0,0,0,7,43428
"15-JUN-20","1819","352438","GSVP Swanson Vet Stipend","GSVP Swanson Vet Stipend",1,2500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2500,1,5000,0,0,1,5000,0,0,0,0,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",2,5000,0,0,2,5000,0,0,0,0,0,0,1,5000
"15-JUN-20","1819","352440","Graduate School Fellowship","Graduate School Fellowships",16,55940,16,55940,0,0,16,55940,0,0,0,0,0,0,16,55940,16,55980,16,55940,0,0,16,55940,0,0,0,0,0,0,16,55940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",32,111880,0,0,32,111880,0,0,0,0,0,0,32,111880
"15-JUN-20","1920","352440","Graduate School Fellowship","Graduate School Fellowships",10,47951,10,47951,0,0,10,47951,0,0,0,0,0,0,10,47951,10,47951,10,47951,0,0,10,47951,0,0,0,0,0,0,10,47951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",20,95902,0,0,20,95902,0,0,0,0,0,0,20,95902
"15-JUN-20","1819","352441","COE Zeist Student Stipends","COE Zeist Student Stipends",10,14610,10,14610,0,0,10,14610,0,0,0,0,0,0,10,14610,23,74781,8,11688,15,0,8,11688,1,13153,15,49940,0,0,23,11688,8,11688,8,11688,0,0,8,11688,0,0,0,0,0,0,8,11688,"UGA Scholarship","UGA Funding Source","","",26,37986,15,0,26,37986,1,13153,15,49940,0,0,41,37986
"15-JUN-20","1920","352441","COE Zeist Student Stipends","COE Zeist Student Stipends",13,19266,13,19266,0,0,13,19266,0,0,0,0,0,0,13,19266,12,17784,12,17784,0,0,12,17784,0,0,0,0,0,0,12,17784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",25,37050,0,0,25,37050,0,0,0,0,0,0,25,37050
"15-JUN-20","1819","352442","National Resource Center","National Resource Center",10,33575,10,46422,0,0,10,46422,0,0,0,0,0,0,7,46422,32,136016,25,169909,7,0,25,169909,0,0,7,10227,0,0,31,169909,1,250,1,250,0,0,1,250,0,0,0,0,0,0,1,250,"UGA Scholarship","UGA Funding Source","","",36,216581,7,0,36,216581,0,0,7,10227,0,0,39,216581
"15-JUN-20","1920","352442","National Resource Center","National Resource Center",8,26698,8,50894,0,0,8,50894,0,0,0,0,0,0,8,50894,9,35749,9,45789,0,0,9,45789,0,0,0,0,0,0,7,45789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",17,96683,0,0,17,96683,0,0,0,0,0,0,15,96683
"15-JUN-20","1819","352444","CABER Stipend","CABER Stipend",2,9000,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,16500,2,18000,1,0,2,18000,0,0,1,7500,0,0,3,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",4,18000,1,0,4,18000,0,0,1,7500,0,0,3,18000
"15-JUN-20","1920","352444","CABER Stipend","CABER Stipend",9,36000,9,54000,0,0,9,54000,0,0,0,0,0,0,9,54000,9,36000,9,54000,0,0,9,54000,0,0,0,0,0,0,9,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",18,108000,0,0,18,108000,0,0,0,0,0,0,18,108000
"15-JUN-20","1819","352445","Vellidis Various","Vellidis Various",1,375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,375,1,750,0,0,1,750,0,0,0,0,0,0,1,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",2,750,0,0,2,750,0,0,0,0,0,0,1,750
"15-JUN-20","1819","352446","DAE TRIO McNair Stipend","DAE TRIO McNair Stipend",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500,1,1500,0,0,1,1500,0,0,0,0,0,0,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",1,1500,0,0,1,1500,0,0,0,0,0,0,1,1500
"15-JUN-20","1819","352447","SREB","SREB",4,7578,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,9492,5,7500,0,0,5,7500,0,0,0,0,0,0,2,7500,3,1914,3,11484,0,0,3,11484,0,0,0,0,0,0,3,11484,"UGA Scholarship","UGA Funding Source","","",12,18984,0,0,12,18984,0,0,0,0,0,0,5,18984
"15-JUN-20","1920","352447","SREB","SREB",1,585,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1755,2,2340,0,0,2,2340,0,0,0,0,0,0,2,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",3,2340,0,0,3,2340,0,0,0,0,0,0,2,2340
"15-JUN-20","1819","352448","REU Stipend","REU Stipend",1,2500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5000,0,0,1,5000,0,0,0,0,0,0,1,5000,"UGA Scholarship","UGA Funding Source","","",3,5000,0,0,3,5000,0,0,0,0,0,0,1,5000
"15-JUN-20","1819","352449","Gottdenker Stipend","Gottdenker Stipend",1,2500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2500,1,5000,0,0,1,5000,0,0,0,0,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",2,5000,0,0,2,5000,0,0,0,0,0,0,1,5000
"15-JUN-20","1819","352450","Franklin-Physics Astronomy","Franklin-Physics & Astronomy Stipend",1,2888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2888,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5776,0,0,1,5776,0,0,0,0,0,0,1,5776,"UGA Scholarship","UGA Funding Source","","",3,5776,0,0,3,5776,0,0,0,0,0,0,1,5776
"15-JUN-20","1920","352451","Skinner","Skinner",10,50000,9,45000,1,0,9,45000,0,0,1,5000,0,0,10,45000,10,50000,9,45000,1,0,9,45000,0,0,1,5000,0,0,9,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",18,90000,2,0,18,90000,0,0,2,10000,0,0,19,90000
"15-JUN-20","1920","352452","Graff (Toliver) Stipend","Graff (Toliver) Stipend",1,5293,1,10585,0,0,1,10585,0,0,0,0,0,0,1,10585,1,5292,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",2,10585,0,0,2,10585,0,0,0,0,0,0,1,10585
"15-JUN-20","1819","354901","GSVP Main Account","GSVP Main Account",3,9306,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9306,3,18612,0,0,3,18612,0,0,0,0,0,0,3,18612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",6,18612,0,0,6,18612,0,0,0,0,0,0,3,18612
"15-JUN-20","1819","354902","GSVP Matching Account 1","GSVP Matching Account 1",3,8251,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8251,3,16502,0,0,3,16502,0,0,0,0,0,0,3,16502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",6,16502,0,0,6,16502,0,0,0,0,0,0,3,16502
"15-JUN-20","1819","354903","GSVP Matching Account 2","GSVP Matching Account 2",2,4157,2,1055,0,0,2,1055,0,0,0,0,0,0,1,1055,2,4157,2,7259,0,0,2,7259,0,0,0,0,0,0,2,7259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",4,8314,0,0,4,8314,0,0,0,0,0,0,3,8314
"15-JUN-20","1819","354904","GSVP","GSVP",1,3102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3102,1,6204,0,0,1,6204,0,0,0,0,0,0,1,6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",2,6204,0,0,2,6204,0,0,0,0,0,0,1,6204
"15-JUN-20","1819","354905","Hasko PPS Stipend","Hasko PPS Stipend",17,20775,17,0,0,0,17,0,0,0,0,0,0,0,0,0,17,20775,17,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,17,41550,0,0,17,41550,0,0,0,0,0,0,17,41550,"UGA Scholarship","UGA Funding Source","","",51,41550,0,0,51,41550,0,0,0,0,0,0,17,41550
"15-JUN-20","1920","354905","Hasko PPS Stipend","Hasko PPS Stipend",2,18810,2,18810,0,0,2,18810,0,0,0,0,0,0,2,18810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",2,18810,0,0,2,18810,0,0,0,0,0,0,2,18810
"15-JUN-20","1920","354906","Peabody Awards Program Fund","Peabody Awards Program Fund",1,1200,1,1200,0,0,1,1200,0,0,0,0,0,0,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",1,1200,0,0,1,1200,0,0,0,0,0,0,1,1200
"15-JUN-20","1920","354907","SSW Stipend","SSW Stipend",13,125000,13,130000,0,0,13,130000,0,0,0,0,0,0,13,130000,1,5000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",14,130000,0,0,14,130000,0,0,0,0,0,0,13,130000
"15-JUN-20","1819","355459","NSF RF PS W/185","NSF RF PS W/185",8,49705,8,49705,0,0,8,49705,0,0,0,0,0,0,8,49705,8,49705,8,49705,0,0,8,49705,0,0,0,0,0,0,8,49705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","N1",16,99410,0,0,16,99410,0,0,0,0,0,0,16,99410
"15-JUN-20","1920","355459","NSF RF PS W/185","NSF RF PS W/185",8,49500,8,49500,0,0,8,49500,0,0,0,0,0,0,8,49500,8,49500,8,49500,0,0,8,49500,0,0,0,0,0,0,7,36700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","N1",16,99000,0,0,16,99000,0,0,0,0,0,0,15,86200
"15-JUN-20","1819","35CCQC","UGARF Support CCQC","UGARF Support CCQC",3,7050,3,7050,0,0,3,7050,0,0,0,0,0,0,3,7050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",3,7050,0,0,3,7050,0,0,0,0,0,0,3,7050
"15-JUN-20","1819","35COPG","USDE Coppa Project Gast","USDE Coppa Project Gast",8,24000,8,24000,0,0,8,24000,0,0,0,0,0,0,8,24000,1,10000,1,10000,0,0,1,10000,0,0,0,0,0,0,1,10000,1,3000,1,3000,0,0,1,3000,0,0,0,0,0,0,1,3000,"UGA Scholarship","UGA Funding Source","","",10,37000,0,0,10,37000,0,0,0,0,0,0,10,37000
"15-JUN-20","1819","35CSSE","CSSE Stipend","CSSE Stipend",11,71328,11,71328,0,0,11,71328,0,0,0,0,0,0,11,71328,5,44640,5,44640,0,0,5,44640,0,0,0,0,0,0,5,44640,4,26784,4,26784,0,0,4,26784,0,0,0,0,0,0,4,26784,"UGA Scholarship","UGA Funding Source","","",20,142752,0,0,20,142752,0,0,0,0,0,0,20,142752
"15-JUN-20","1920","35CSSE","CSSE Stipend","CSSE Stipend",4,35712,4,35712,0,0,4,35712,0,0,0,0,0,0,4,35712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",4,35712,0,0,4,35712,0,0,0,0,0,0,4,35712
"15-JUN-20","1819","35NAOT","Nat Ach Four Year Corp Sch","Nat Ach Four Year Corp Sch",1,1000,1,1000,0,0,1,1000,0,0,0,0,0,0,1,1000,1,1000,1,1000,0,0,1,1000,0,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Outside Scholarship","Other Funding Source","","",2,2000,0,0,2,2000,0,0,0,0,0,0,2,2000
"15-JUN-20","1819","35NM1T","Nat Mer One Time","Nat Mer One Time",5,6250,5,12500,0,0,5,12500,0,0,0,0,0,0,5,12500,5,6250,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Outside Scholarship","Other Funding Source","","",10,12500,0,0,10,12500,0,0,0,0,0,0,5,12500
"15-JUN-20","1920","35NM1T","Nat Mer One Time","Nat Mer One Time",4,5000,4,10000,0,0,4,10000,0,0,0,0,0,0,4,10000,4,5000,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Outside Scholarship","Other Funding Source","","",8,10000,0,0,8,10000,0,0,0,0,0,0,4,10000
"15-JUN-20","1920","35NMNF","Nat Mer UGAF Sch","Nat Mer UGAF Sch",18,17650,17,16650,1,0,17,16650,0,0,1,250,0,0,17,16650,18,17650,17,16650,1,0,17,16650,0,0,1,250,0,0,17,16650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1",34,33300,2,0,34,33300,0,0,2,500,0,0,34,33300
"15-JUN-20","1819","35NMOT","Nat Mer Corporate Sch","Nat Mer Corporate Sch",18,14750,17,15500,1,0,17,15500,0,0,1,0,0,0,17,15500,18,14750,17,12500,1,0,17,12500,0,0,1,500,0,0,15,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Outside Scholarship","Other Funding Source","","",34,28000,2,0,34,28000,0,0,2,500,0,0,32,28000
"15-JUN-20","1920","35NMOT","Nat Mer Corporate Sch","Nat Mer Corporate Sch",15,11250,15,11500,0,0,15,11500,0,0,0,0,0,0,14,11500,15,11250,15,10000,0,0,15,10000,0,0,0,0,0,0,14,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Outside Scholarship","Other Funding Source","","",30,21500,0,0,30,21500,0,0,0,0,0,0,28,21500
"15-JUN-20","1819","35NMSS","Nat Mer Special Scholar","Nat Mer Special Scholar",74,85975,73,87475,1,0,73,87475,0,0,1,0,0,0,74,87475,74,85975,73,74475,1,0,73,74475,0,0,1,500,0,0,66,74475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Outside Scholarship","Other Funding Source","","",146,161950,2,0,146,161950,0,0,2,500,0,0,140,161950
"15-JUN-20","1920","35NMSS","Nat Mer Special Scholar","Nat Mer Special Scholar",77,83750,77,83000,0,0,77,83000,0,0,0,0,0,0,75,83000,77,83750,77,82250,0,0,77,82250,0,0,0,0,0,0,75,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Outside Scholarship","Other Funding Source","","",154,165250,0,0,154,165250,0,0,0,0,0,0,150,164000
"15-JUN-20","1819","35NMUF","Nat Mer UGAF Sch","Nat Mer UGAF Sch",129,42125,128,40250,1,0,128,40250,0,0,1,0,0,0,129,40250,127,41625,126,37750,1,0,126,37750,0,0,1,250,0,0,119,37750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1XN",254,78000,2,0,254,78000,0,0,2,250,0,0,248,78000
"15-JUN-20","1920","35NMUF","Nat Mer UGAF Sch","Nat Mer UGAF Sch",141,35250,138,33250,3,0,138,33250,0,0,3,1500,0,0,136,33250,141,35250,138,34250,3,0,138,34250,0,0,3,1500,0,0,130,32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Foundation Scholarship","UGA Funding Source","","O1XN",276,67500,6,0,276,67500,0,0,6,3000,0,0,266,65750
"15-JUN-20","1819","35OWAV","Out-of-State Tuition Waiver","CONV Out-of-State Waiver",3212,7147336,3188,24776621,24,0,3188,24776621,0,0,24,180052,0,0,0,0,3280,7681246,3254,25213769,26,0,3254,25213769,0,0,26,203581,0,0,0,0,117,631856,116,658185,1,0,116,658185,0,0,1,15686,0,0,0,0,"Waiver","UGA Funding Source","","",6558,50648575,51,0,6558,50648575,0,0,51,399319,0,0,0,0
"15-JUN-20","1920","35OWAV","Out-of-State Tuition Waiver","CONV Out-of-State Waiver",3866,6607735,3846,30496287,20,0,3846,30496287,0,0,20,149592,0,0,0,0,3879,6735734,3860,30659134,19,0,3860,30659134,0,0,19,141588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waiver","UGA Funding Source","","",7706,61155421,39,0,7706,61155421,0,0,39,291180,0,0,0,0
"15-JUN-20","1819","35SCHU","Residual 185 in SCHUT","Residual 185 in SCHUT",3,300,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,300,3,600,0,0,3,600,0,0,0,0,0,0,3,600,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",7,600,0,0,7,600,0,0,0,0,0,0,3,600
"15-JUN-20","1819","35SCVI","GA Dept Public Safety","GA Dept Public Safety",6,6750,3,4500,3,0,3,4500,0,0,3,0,0,0,3,4500,3,2250,0,0,3,0,0,0,0,0,3,4500,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",3,4500,7,0,3,4500,0,0,7,4500,0,0,6,4500
"15-JUN-20","1819","35SGRS","Graduate School","Graduate School",16,6500,16,6500,0,0,16,6500,0,0,0,0,0,0,16,6500,15,4500,15,4200,0,0,15,4200,0,0,0,0,0,0,14,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",31,10700,0,0,31,10700,0,0,0,0,0,0,30,10700
"15-JUN-20","1920","35SGRS","Graduate School","Graduate School",20,7700,20,7700,0,0,20,7700,0,0,0,0,0,0,20,7700,15,4500,15,4500,0,0,15,4500,0,0,0,0,0,0,15,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",35,12200,0,0,35,12200,0,0,0,0,0,0,35,12200
"15-JUN-20","1819","35VINS","Vinson Institute Fellows","Vinson Institute Fellows",3,2250,3,750,0,0,3,750,0,0,0,0,0,0,1,750,3,2250,3,3750,0,0,3,3750,0,0,0,0,0,0,3,3750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",7,4500,0,0,7,4500,0,0,0,0,0,0,4,4500
"15-JUN-20","1920","35VINS","Vinson Institute Fellows","Vinson Institute Fellows",4,6000,4,6000,0,0,4,6000,0,0,0,0,0,0,4,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UGA Scholarship","UGA Funding Source","","",4,6000,0,0,4,6000,0,0,0,0,0,0,4,6000
"15-JUN-20","1819","36BRNL","Berner Loan Funds","Berner Loan Funds",9,13750,9,22500,0,0,9,22500,0,0,0,0,0,0,9,22500,9,13750,9,20000,0,0,9,20000,0,0,0,0,0,0,9,20000,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,"Loan","Other Funding Source","","",21,42500,0,0,21,42500,0,0,0,0,0,0,18,42500
"15-JUN-20","1920","36BRNL","Berner Loan Funds","Berner Loan Funds",8,13750,8,17500,0,0,8,17500,0,0,0,0,0,0,7,17500,8,12500,8,17500,0,0,8,17500,0,0,0,0,0,0,7,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Loan","Other Funding Source","","",16,35000,0,0,16,35000,0,0,0,0,0,0,14,35000
"15-JUN-20","1819","36RGNT","Regents Scholarship","Regents Scholarship",1,375,1,375,0,0,1,375,0,0,0,0,0,0,1,375,1,375,1,375,0,0,1,375,0,0,0,0,0,0,1,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Loan","State Funding Source","","O1",2,750,0,0,2,750,0,0,0,0,0,0,2,750
"15-JUN-20","1819","400001","Outside Scholarship","Outside Scholarship",2060,1834593,2042,2454582.21,18,0,2042,2454582.21,0,0,18,25777,0,0,1894,2454582.21,2080,1872376.97,2061,1180658.26,19,0,2061,1180658.26,0,0,19,10727,0,0,851,1180633.26,33,10343,33,39950,0,0,33,39950,0,0,0,0,0,0,20,39950,"Outside Scholarship","Other Funding Source","","",4136,3675190.47,37,0,4136,3675190.47,0,0,37,36504,0,0,2765,3675165.47
"15-JUN-20","1920","400001","Outside Scholarship","Outside Scholarship",1971,1735498,1954,2436068.92,17,0,1954,2436068.92,0,0,17,17245,0,0,1905,2435693.92,1990,1764767.89,1972,1031539.58,18,0,1972,1031539.58,0,0,18,18545,4,12410,793,1010004.58,9,7200,9,3332,0,0,9,3332,0,0,0,0,0,0,0,0,"Outside Scholarship","Other Funding Source","","",3935,3470940.5,35,0,3935,3470940.5,0,0,35,35790,4,12410,2698,3445698.5
"15-JUN-20","2021","400001","Outside Scholarship","Outside Scholarship",2,8,2,3753,0,0,2,3753,0,0,0,0,0,0,0,0,2,7,2,3752,0,0,2,3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Outside Scholarship","Other Funding Source","","",4,7505,0,0,4,7505,0,0,0,0,0,0,0,0
"15-JUN-20","1819","400002","Outside Scholarship","Outside Scholarship",745,574685,741,455388,4,0,741,455388,0,0,4,8350,0,0,422,455388,750,584559.59,746,678022.59,4,0,746,678022.59,0,0,4,9025,0,0,447,678022.59,10,666,9,5750,1,0,9,5750,0,0,1,1000,0,0,4,5750,"Outside Scholarship","Other Funding Source","","",1496,1139160.59,9,0,1496,1139160.59,0,0,9,18375,0,0,873,1139160.59
"15-JUN-20","1920","400002","Outside Scholarship","Outside Scholarship",686,521833,682,454949.2,4,0,682,454949.2,0,0,4,9580,0,0,438,454949.2,692,528551.25,688,579541.05,4,0,688,579541.05,0,0,4,7980,2,3400,414,568559.05,2,2666,2,1500,0,0,2,1500,0,0,0,0,0,0,0,0,"Outside Scholarship","Other Funding Source","","",1372,1035990.25,8,0,1372,1035990.25,0,0,8,17560,2,3400,852,1023508.25
